사업장명,소재지(지번)
가배예가,경기도 성남시 분당구 야탑동 321-5 1층 전체 
베스킨라빈스,경기도 성남시 분당구 정자동 117-1 스포라이프 스포츠센타 110호 
카페브람스큐브,경기도 성남시 분당구 야탑동 757 성남아트센터문화및집회시설 1층 일부 
피자스쿨판교백현마을점,경기도 성남시 분당구 백현동 602 나이스빌딩 1층 107호 
커피방아,경기도 성남시 분당구 백현동 489-11 1층 
커피260,경기도 성남시 분당구 서현동 260-6 웰빙프라자 1층 104호 
세븐일레븐 분당타운점,경기도 성남시 분당구 분당동 168-1 1층 일부 
빈스빈스커피서판교점,경기도 성남시 분당구 운중동 1025-2 1층 
수호롬(SOOHOH Rom),경기도 성남시 분당구 정자동 174-1 더샵스타파크 2층  G-23호 
이마트분당점 회초밥 코너,경기도 성남시 분당구 정자동 211 이마트 지하1층 일부 
동원산업(주),경기도 성남시 분당구 정자동 211 지하1층 이마트내 일부 
도나파쳄(Dona Pacem!),경기도 성남시 분당구 정자동 39-4 1층 
커피(Coffee) 류,경기도 성남시 분당구 이매동 106-4 1층 일부 
스타벅스 서현역점,경기도 성남시 분당구 서현동 248-5 코코프라자 1층 106호 
이디야 야탑역점,경기도 성남시 분당구 야탑동 360-1 시그마3 1층 104호 
투썸플레이스 판교테크노벨리점,경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동 1층 111호 
미켈란 나무김밥,경기도 성남시 분당구 정자동 180 미켈란쉐르빌 1층 111-1호 
파스쿠찌 판교도서관점,경기도 성남시 분당구 판교동 605-7 1층 
마젤,경기도 성남시 분당구 서현동 256 비젼월드 101-7호 
배스킨라빈스 판교원마을,경기도 성남시 분당구 판교동 625 리버스토리 1층 109호 
던킨도너츠 분당효자촌점,"경기도 성남시 분당구 서현동 305-1 효자촌동진프라자 1층 1006호,1007호 "
커피베이,경기도 성남시 분당구 정자동 95-1 정자역 
버거킹 분당야탑점,경기도 성남시 분당구 야탑동 366-4 글라스타워 지하1층 B101호 
세븐일레븐 분당미금역점,경기도 성남시 분당구 구미동 23-1 분당프라자 102호 일부 
스타벅스 분당이마트점,경기도 성남시 분당구 정자동 211 이마트분당점 1층 일부 
로뚜뚜 커피,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 지하1층 B118호 
그린테이블(AK PLAZA 분당점),경기도 성남시 분당구 서현동 263 AK플라자 지하1층 식품매장내 
하임 플라워,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 지하1층 B127호 
배스킨라빈스분당중탑점,경기도 성남시 분당구 야탑동 274-1 대원상가 1층6호 
스타벅스야탑글라스,경기도 성남시 분당구 야탑동 366-4 지하 B102호 
샐러디수내점,경기도 성남시 분당구 수내동 21-2 104호 
청년왕만두,"경기도 성남시 분당구 야탑동 355-1 , 102호 "
스타벅스판교에이치스퀘어,경기도 성남시 분당구 삼평동 680 에스동  112호 
샬롬돈까스야탑직영3호점,경기도 성남시 분당구 야탑동 272-5 야탑조합상가 1층  111호 
챨스커피,경기도 성남시 분당구 정자동 226-5 1층 전부 
작은공간,경기도 성남시 분당구 수내동 32 양지마을 청구상가 103호 
꼬모,경기도 성남시 분당구 서현동 246-6 서현현대프라자 1층 101호 
내고향왕만두분당정자점,경기도 성남시 분당구 정자동 126-1 영동프라자 1층 103호 
우리집김밥,경기도 성남시 분당구 이매동 123 상가동 1층 102호 
씨유(CU) 판교H스퀘어 2호점,경기도 성남시 분당구 삼평동 680 H스퀘어에스동B124 
스타벅스정자아데나,경기도 성남시 분당구 정자동 169-1 아데나팰리스 101호 
스타벅스분당정자,경기도 성남시 분당구 정자동 7 분당두산위브파빌리온 B120호~B125호 
이오오(255),"경기도 성남시 분당구 삼평동 618 112호,113호 "
위드에센스,"경기도 성남시 분당구 서현동 89-7 삼성.한신근린상가 지하1층 1호의 일부(63호,64호)호 "
엄마분식,경기도 성남시 분당구 정자동 110 근린상가 지하1층 B135호 
사일오,경기도 성남시 분당구 정자동 110 근린상가 지하1층 B105호 
엑스엑스커피메이커 판교유스페이스몰점,경기도 성남시 분당구 삼평동 682 유스페이스2  지상1층 131호 
슬램커피로스터스,경기도 성남시 분당구 판교동 619-6 1층 
핸드메이드,경기도 성남시 분당구 삼평동 670 유스페이스몰 1동 지하1층 B117호 
스타벅스 서현앤타운,경기도 성남시 분당구 서현동 261-5 서현골든프라자 1층 103호 
파슈문데,경기도 성남시 분당구 삼평동 618 우림W-CITY 204호 
푸르 무아 커피(pour moi coffee),"경기도 성남시 분당구 금곡동 159 한국프라자    108-2호,  109호 "
할리스커피판교엠타워점,"경기도 성남시 분당구 삼평동 684 판교엠타워 1층 109호, 110호, 111호 "
로스팅하우스137,경기도 성남시 분당구 율동 137-1 1층 전부 
커피에반하다(분당서현점),경기도 성남시 분당구 서현동 90 올림픽스포츠센타 지상1층 112호일부 
씨유분당이매역점,경기도 성남시 분당구 이매동 251-2 1층 일부 
빽다방 서현교보점,경기도 성남시 분당구 서현동 269-6 1층일부 에이원플라자 106호 
르네셀카페,경기도 성남시 분당구 서현동 261-5 앤타운빌딩 7층 일부 
스타벅스오리역삼거리,경기도 성남시 분당구 구미동 157 1층 일부 
빈스마켓,경기도 성남시 분당구 이매동 82-22 지하1층 전부 
커피부케,경기도 성남시 분당구 정자동 168-1 대림아크로텔 1층 131호 
카페킹스가든(Cafe King's Garden),경기도 성남시 분당구 삼평동 679 삼환하이펙스 B동 1층 107호 
스타벅스판교하이펙스,경기도 성남시 분당구 삼평동 679 삼환하이펙스 B동 1층 120호 
첼로,경기도 성남시 분당구 정자동 13-1 동양정자파라곤 3단지상가 지하1층 102호일부 
마리앤마사,경기도 성남시 분당구 정자동 180 미켈란쉐르빌 1층 104호 
데헤아,경기도 성남시 분당구 이매동 115-1 미림프라자  1층  103호 
이디야커피(판교우림더블유씨티점),경기도 성남시 분당구 삼평동 618 판교우림W-CITY  1층 120호 
커피베이,경기도 성남시 분당구 야탑동 341 테마폴리스 3층 지상3-103호 
커피라디오판교점,경기도 성남시 분당구 삼평동 670 유스페이스1     2층  221호 
한국맥도날드(유) 오리역점,경기도 성남시 분당구 구미동 157 1층 일부 
핸드메이드,경기도 성남시 분당구 삼평동 670 유스페이스 1동  126호 
스타벅스정자,경기도 성남시 분당구 정자동 159-3 SPG빌딩  1층 
압구정볶는커피 분당효자점,경기도 성남시 분당구 서현동 311 효자촌주상복합상가 1층 115호일부 
(주)한스케익 정자점,경기도 성남시 분당구 정자동 174-1 더샵스타파크 상가동 디-8호 
베리빈스,경기도 성남시 분당구 수내동 53 파크타운(돌고래상가) 지하1층 44호 
마젤커피,"경기도 성남시 분당구 수내동 51 파크타운 1층 4호,5호 "
한스(판교),경기도 성남시 분당구 판교동 577-4 1층 일부 
스타벅스커피 분당서울대병원1층,경기도 성남시 분당구 구미동 300 분당서울대병원 신관 1층 일부 
스타벅스커피 분당서울대병원4층,경기도 성남시 분당구 구미동 300 분당서울대병원 신관 4층일부 
파란만잔 하이펙스점,경기도 성남시 분당구 삼평동 679 삼환하이펙스B동 1층 106호 
에스이커피 유스페이스점,경기도 성남시 분당구 삼평동 682 유스페이스2.  1층 118호 
셀렉더 테이블,경기도 성남시 분당구 구미동 300 분당서울대병원 신관 지하1층 일부 
커피에반하다,경기도 성남시 분당구 구미동 29-1 더프라자  1층  103호 
인디고(INDIGO),경기도 성남시 분당구 수내동 29 주상복합상가 603동 1층 112호
공차판교테크노밸리점,경기도 성남시 분당구 삼평동 682 유스페이스2.  1층 116호 
써브웨이 판교테크노밸리점,경기도 성남시 분당구 삼평동 682 유스페이스2.  1층 119호 
쉐마망,경기도 성남시 분당구 궁내동 197-29 1층 
엑스라지커피,경기도 성남시 분당구 구미동 156 포스빌  지하1층  B115호 
메가엠지씨커피 서현중앙점,경기도 성남시 분당구 서현동 88 지엔느오피스텔 1층 118호 
롯데마트판교점 조리식품,경기도 성남시 분당구 삼평동 741 푸르지오월드마크 지하1층 일부 
레드포스PC아레나 분당서현점,경기도 성남시 분당구 서현동 247-1 영건프라자 지하1층 B114호일부 
이디야(수내동점),경기도 성남시 분당구 수내동 29 주상복합상가 603동 1층 145호 
(주)한스케익 아브뉴프랑점,경기도 성남시 분당구 삼평동 740 판교호반써밋플레이스 1층 104호 
산수애,경기도 성남시 분당구 율동 264 1층 일부 
오남매어묵,경기도 성남시 분당구 구미동 507-13 미금역사 지하1층 일부 
신전떡볶이 수내점,경기도 성남시 분당구 수내동 20-2 초림프라자 2층 204호 
셰프피씨(PC) 서현,"경기도 성남시 분당구 서현동 269-1 산호프라자 지하1층 B36호일부,B37호일부 "
조이엘,경기도 성남시 분당구 정자동 7 분당두산위브파빌리온  1층  B119호 
피자알볼로수내정자점,"경기도 성남시 분당구 정자동 65-2 수내조합상가 1층 101호, 102호 "
커피포렐,경기도 성남시 분당구 야탑동 174-3 1층 일부 
한국맥도날드(유) 동판교점,"경기도 성남시 분당구 삼평동 741 푸르지오월드마크 1-17,18,19,30,31호   2- 9,10호 "
씨유야탑타운점,경기도 성남시 분당구 야탑동 277-5 1층 일부 
공차(서현점),경기도 성남시 분당구 서현동 261-5 102호 
하나타코,경기도 성남시 분당구 수내동 88-4 우진프라자 1층 104 일부호 
롯데리아분당수내점,"경기도 성남시 분당구 수내동 88-3 청후프라자 1층  101호,102호,105호,106호,107호 "
커피에반하다2,경기도 성남시 분당구 분당동 173-2 1층 일부(2호) 
커피에반하다1,경기도 성남시 분당구 분당동 173-2 1층 일부(1호) 
데조로,"경기도 성남시 분당구 삼평동 719 마크시티퍼플  1층  108호,109호 "
차 너른,경기도 성남시 분당구 운중동 535-1 지하 1층 
(주)세븐일레븐 분당궁전점,경기도 성남시 분당구 수내동 28-5 궁전쇼핑타운  1층  105호 일부 
두세르,경기도 성남시 분당구 구미동 45-4 1층 일부 
세븐일레븐 판교웰츠점,경기도 성남시 분당구 삼평동 657 판교역KCC웰츠타워B동 1층 111호일부 
홈플러스(주)야탑점 조리제안2,경기도 성남시 분당구 야탑동 341 홈플러스 3층일부 
홈플러스(주)야탑점 조리제안,경기도 성남시 분당구 야탑동 341 홈플러스 3층일부 
판교유스페이스점빽다방,경기도 성남시 분당구 삼평동 670 유스페이스1  1층 134호 
할리스 성남터미널점,"경기도 성남시 분당구 야탑동 341 지상1층 112호일부, 113호~115호, 116호 일부 "
스타벅스커피수내로점,경기도 성남시 분당구 수내동 8-1 코아빌딩 1층 
쇼콜라두,경기도 성남시 분당구 백현동 581-1 1층 일부 
커피에반하다 이매점,경기도 성남시 분당구 이매동 120-3 청학빌딩 1층 101호 
앤쏠로지커피 판교점,"경기도 성남시 분당구 삼평동 670 유스페이스1, 131호 "
아스트로커피,경기도 성남시 분당구 서현동 83-6 1층 전부 
공감동김밥본점,경기도 성남시 분당구 구미동 9-1 분당엠코헤리츠 1층 115-3호 
Coffee(커피) 133,경기도 성남시 분당구 이매동 133 분산상가동 103호 
설빙에스에이치코리아,경기도 성남시 분당구 구미동 9-1 분당엠코헤리츠 2층 212호 
스타벅스커피분당구청점,경기도 성남시 분당구 서현동 267-3 1층 일부 
스타벅스커피미금역점,경기도 성남시 분당구 금곡동 168 1층 101호 
이디야커피장안타운점,경기도 성남시 분당구 서현동 312-2 서현굿모닝프라자 1층 105호 
해피빈스,경기도 성남시 분당구 야탑동 272-5 1층 107호 
국시엔국수,경기도 성남시 분당구 서현동 312-3 범한프라자 지하1층 비17호 일부 
스타벅스커피서현점,경기도 성남시 분당구 서현동 246-1 금화빌딩 1층 102호 
주식회사 그린잎,경기도 성남시 분당구 율동 200 지하1층 일부 
소이빙수,경기도 성남시 분당구 정자동 86-4 1층 
이디야커피,경기도 성남시 분당구 정자동 66-14 1층 전부 
세븐일레븐서현점,경기도 성남시 분당구 서현동 270-3 천지오피스텔 1층 104호 일부 
이디야커피 분당효자촌점,경기도 성남시 분당구 서현동 298-2 상록프라자 1층 104호 
중앙도서관 카페 애노쉬,"경기도 성남시 분당구 야탑동 610 성남중앙도서관, 도서관사업소 지하1층 일부호 "
피자스쿨(판교산운마을점),경기도 성남시 분당구 운중동 944 1층 108호 
빨라쪼델프레도,경기도 성남시 분당구 구미동 300 서울대학병원 본관동 B1일부 
헬로 오드리(Hello Audrey),경기도 성남시 분당구 석운동 6-20 
야탑 설빙,경기도 성남시 분당구 야탑동 353-5 분당종합상가 
카페 인니스,경기도 성남시 분당구 삼평동 618 판교 우림 W-City 132호
베리제프베이킹 스튜디오,경기도 성남시 분당구 백현동 578-1 3층 일부 
스타벅스커피 판교역로점,"경기도 성남시 분당구 삼평동 663 리치투게더센터 1층일부, 2층일부 "
던킨도너츠 분당차병원점,경기도 성남시 분당구 야탑동 351 분당차병원 1층 
글림(GLEAM),경기도 성남시 분당구 대장동 575-5 1층 일부 
랩타임(LAB TIME),경기도 성남시 분당구 삼평동 679 삼환하이펙스 B동 105호
삼미칼국수,경기도 성남시 분당구 삼평동 678 삼환하이펙스 A동 B118호
엘카페바이비(El cafe by B),경기도 성남시 분당구 금곡동 310-2 지1층 
빈스월드커피,경기도 성남시 분당구 운중동 936 1층일부 
신전떡볶이 정자점,경기도 성남시 분당구 정자동 128 금산파킹프라자 1층 117호
목화토금수,경기도 성남시 분당구 이매동 137-3 동산쇼핑몰 지하1층 1호일부 
파파밸리피자,경기도 성남시 분당구 수내동 14 롯데백화점 지하1층 푸드코트내 
종이컵미니,경기도 성남시 분당구 정자동 166-1 정자역 엠코헤리츠2단지 1층 B109일부 
만나분식,경기도 성남시 분당구 수내동 75 푸른마을상가 4-5동 지하1층 일부 
로스팅하우스 허깅,경기도 성남시 분당구 정자동 136-2 1층 오른쪽 
노란코끼리 판교점,경기도 성남시 분당구 판교동 613-1 1층일부(104호) 
카페뜨랑슈아 분당도서관점,경기도 성남시 분당구 정자동 208 분당문화정보센터 1층일부 
오오츄(55chu),경기도 성남시 분당구 금곡동 180 청솔마을상가동 1층 일부 101호
이디야커피 분당쉐르빌점,경기도 성남시 분당구 정자동 180 미켈란쉐르빌 1층 121호
GS25 분당이매역점,경기도 성남시 분당구 이매동 92-1 매송빌딩 1층 GS25편의점 내 
카페돌치,경기도 성남시 분당구 구미동 16 구미도서관 1층 일부 
바닐라드림,경기도 성남시 분당구 구미동 88 
아이키친&메롱타운,경기도 성남시 분당구 판교동 598-6 1층 일부호 
스타벅스 수내역점,"경기도 성남시 분당구 수내동 17-1 엑스와이빌딩 101호, 201호 "
김가네 미금점,경기도 성남시 분당구 구미동 9-1 분당 엠코해리츠 1층 112호
이디야커피 판교중앙점,경기도 성남시 분당구 삼평동 644 1층 
이디야커피(분당아름마을점),경기도 성남시 분당구 야탑동 533-7 중앙퍼지마트 1층 109호
이디야커피 오리역중앙점,경기도 성남시 분당구 구미동 187-4 포인트타운 1층 108호
토리만쥬 야탑역점,경기도 성남시 분당구 야탑동 686-3 야탑역사내 
던킨도너츠 성남하나로점,경기도 성남시 분당구 구미동 174 성남농수산물유통센타 1층 일부 
밥토면,경기도 성남시 분당구 야탑동 175-1 목련프라자 1층 108호
그라비티,경기도 성남시 분당구 삼평동 682 유스페이스2 1층 129호
롯데리아 야탑역점,경기도 성남시 분당구 야탑동 352-2 유니마트 1층 170호
씨유 분당동원점,경기도 성남시 분당구 동원동 103-3 가동 1층 
하이패스센터 길사랑커피매점,경기도 성남시 분당구 궁내동 257-2 서울영업소 홍보관 주건축물 제1동 1층 일부호
베이글 앤 베이글,경기도 성남시 분당구 정자동 165-1 정자역 엠코헤리츠 1단지 1층 A105호
신전떡볶이,경기도 성남시 분당구 이매동 131-7 아름빌딩 1층 109호
이디야커피 수내푸른마을점,경기도 성남시 분당구 수내동 88-2 1층 일부 
더독,경기도 성남시 분당구 석운동 72-20 
스타벅스 판교브릿지타워점,"경기도 성남시 분당구 삼평동 617 판교브릿지타워 111,112,113,114,115호 "
공차(NC미금점),경기도 성남시 분당구 구미동 11-4 2001아울렛 지하2층(일부) 
커피테라(coffee TERRA),경기도 성남시 분당구 야탑동 275-1 명지그린프라자 102호
이디야커피 야탑중앙점,경기도 성남시 분당구 야탑동 382-7 금강빌딩 지하1층 일부 
(주)한양에프엔비 조선속초코다리냉면 분당점,경기도 성남시 분당구 수내동 14 롯데백화점 지하1층 일부 
한국맥도날드유한회사 수내역점,"경기도 성남시 분당구 수내동 18-1 씨앤씨빌딩 1층 일부, 지하1층 일부 "
스타벅스서판교점,"경기도 성남시 분당구 운중동 943 큐브타워 101,102,103호, 201,202,203호 "
CGV 판교 투썸플러스,경기도 성남시 분당구 백현동 541 현대백화점 판교복합몰 5층 일부 
벤키(이탈리),경기도 성남시 분당구 백현동 541 현대백화점 판교복합몰 지하1층 일부 
카페베르나노(이탈리),경기도 성남시 분당구 백현동 541 현대백화점 판교복합몰 지하1층 일부 
페이스트리(이탈리),경기도 성남시 분당구 백현동 541 현대백화점 판교복합몰 지하1층 일부 
앤티앤스(AuntieAnne's),경기도 성남시 분당구 백현동 541 현대백화점 판교복합몰 지하1층 일부 
공차(Gongcha),경기도 성남시 분당구 백현동 541 현대백화점 판교복합몰 지하1층 일부 
오설록,경기도 성남시 분당구 백현동 541 현대백화점 판교복합몰 지하1층 일부 
쎄띠엠므,경기도 성남시 분당구 백현동 541 현대백화점 판교복합몰 지하1층 일부 
비첸향 현대판교점,경기도 성남시 분당구 백현동 541 현대백화점 판교복합몰 지하1층 일부 
서울만두 현대판교점,경기도 성남시 분당구 백현동 541 현대백화점 판교복합몰 지하1층 일부 
김당,경기도 성남시 분당구 백현동 541 현대백화점 판교복합몰 지하1층 일부 
조앤더주스 판교점,경기도 성남시 분당구 백현동 541 현대백화점 판교복합몰 지하1층 일부 
이스팀 현대백화점판교점,경기도 성남시 분당구 백현동 541 현대백화점 판교복합몰 지하1층 일부 
마이알레,경기도 성남시 분당구 백현동 541 현대백화점 판교복합몰 5층 일부 
폴바셋 AK플라자분당점,경기도 성남시 분당구 서현동 263 AK플라자 지하1층 일부 
빽다방 야탑역NC점,경기도 성남시 분당구 야탑동 355-1 세화2001빌딩 1층 104-1호 
티-카페,경기도 성남시 분당구 구미동 300 분당서울대학교병원 장례식장 1층 일부 
단풍애김밥 분당수내점,경기도 성남시 분당구 수내동 83-1 동한프라자 1층 일부 
빽다방 미금역농협점,경기도 성남시 분당구 구미동 25-2 엘레강스 프라자 1층 1동 104호
케이크카페오드리(CAKECAFE ODRI),경기도 성남시 분당구 삼평동 653 판교역 푸르지오시티 1층 106호 
아라리오브네,경기도 성남시 분당구 야탑동 297-14 1층 
빽다방 수내역초림점,경기도 성남시 분당구 수내동 20-2 초림프라자 1층 119호
세븐일레븐 분당4호점,경기도 성남시 분당구 분당동 97-12 1층일부 
카페이스턴 LH점,경기도 성남시 분당구 구미동 175 한국토지주택공사 1층일부 
커피에반하다,경기도 성남시 분당구 금곡동 172 씨티밸리 1층 110호 
더벤티 야탑점,경기도 성남시 분당구 야탑동 353-5 분당종합상가 1층 104호 
애나의 정원 투,경기도 성남시 분당구 석운동 61-3 1층 
마로PC,경기도 성남시 분당구 금곡동 153 썬프라자 4층 402호 일부 
도츠커피,경기도 성남시 분당구 이매동 81-15 이매동 근생 1층 일부 
이마트24 판교SG,경기도 성남시 분당구 삼평동 655 SG타워 1층 102-2호 일부 
씨앤드씨,경기도 성남시 분당구 분당동 97-11 1층일부 
라이트하우스(Light House),경기도 성남시 분당구 운중동 1028 1층 
본죽앤비빔밥 제생병원점,경기도 성남시 분당구 서현동 254-5 서현프라자 109호
더벤티 판교하이펙스점,경기도 성남시 분당구 삼평동 679 삼환하이펙스 B동 1층 109호 
김밥사냥,경기도 성남시 분당구 야탑동 149-10 테크노프라자빌딩 1층 104호 
마망베이커리&카페(3호점),경기도 성남시 분당구 서현동 234 서현도서관 
카페캐롯,경기도 성남시 분당구 이매동 137-4 신흥코아 1층 101호 
(주)보나비 아티제 판교알파리움점,경기도 성남시 분당구 백현동 531 알파리움1단지 타워1동 1층 102호 
라팡(LAPIN),경기도 성남시 분당구 서현동 334-2 1층 
카페챗,경기도 성남시 분당구 정자동 25-1 분당인텔리지1 킨스타워 3층 337호 
빈스버킷(BEANS BUCKET),경기도 성남시 분당구 삼평동 717 봇들마을 상가1 1층 F102호 
퀴즈노스(Quiznos),경기도 성남시 분당구 구미동 300 분당서울대학교병원 신관 지하1층 일부 
이마트24 분당오리점,경기도 성남시 분당구 구미동 182 분당대맥주차빌딩 1층 114호 일부 
카페 오브닝,경기도 성남시 분당구 서현동 95 분당우성프라자 1층 117호 일부 
디저트39 판교알파돔점,경기도 성남시 분당구 백현동 531 알파리움 타워1동 2층 228호 
스타벅스 판교알파돔시티점,"경기도 성남시 분당구 백현동 530 알파리움 타워2동 1층 138호, 139호, 140호, 141호, 142호 "
커피마노,경기도 성남시 분당구 야탑동 287-7 1층 일부 
삼성웰스토리(주)헬씨랩카페,경기도 성남시 분당구 구미동 188 분당엠타워 8층 일부 
북촌손만두 성남하나로점,경기도 성남시 분당구 구미동 174 농수산물종합유통센터 1층 일부 
좋은날의책방,경기도 성남시 분당구 정자동 75-3 1층 
공차 분당서울대병원점,경기도 성남시 분당구 구미동 300 분당서울대학병원 본관 1층 일부 
필사일삼,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동 지하1층 B115호 
커피데이(Coffee day),경기도 성남시 분당구 금곡동 201 코오롱더프라우아파트 1층 104호 
이마트24 R분당파크뷰점,경기도 성남시 분당구 정자동 6 파크뷰 상가118-2호 일부 
세븐일레븐 분당서울대병원신관점,경기도 성남시 분당구 구미동 300 분당서울대학교병원 신관 지하1층 일부 
빽다방 분당미금역천사점,경기도 성남시 분당구 금곡동 161 천사의도시오피스텔 1층 근110호 
카페뜨랑슈아 분당노인종합복지관점,경기도 성남시 분당구 정자동 253 분당노인종합복지센터 3층 일부 
라라샐러드,경기도 성남시 분당구 서현동 90 올림픽스포츠센타 지상1층 113호 
커피맘,경기도 성남시 분당구 구미동 34-5 1층 일부 
파이토카페 분당점,"경기도 성남시 분당구 구미동 159 월드쇼핑(A,B 애플프라자) C동 1층 일부(176~183호) "
로컬커피,경기도 성남시 분당구 수내동 18-3 미도프라자 1층 103호 
피씨온,경기도 성남시 분당구 야탑동 274-1 대원상가 3층 일부 
플라핑FLOPNG,"경기도 성남시 분당구 야탑동 533-5 남서울프라자 지하1층 B108호 일부, B109호 일부 "
아레스코 분당오리역점,경기도 성남시 분당구 구미동 186-1 외2필지 분당팬텀광장 114호
써브웨이 판교브릿지타워점,경기도 성남시 분당구 삼평동 617 판교테크노밸리브릿지타워 지하1층 B106호 
스타벅스 정자동점,경기도 성남시 분당구 정자동 126-3 평림빌딩 1층 
스틸시리즈피씨,경기도 성남시 분당구 정자동 159-1 5층 505호 일부 
꽃담,경기도 성남시 분당구 서현동 271-1 동양생명 분당사옥 1층 일부 
씨유 분당나우점,경기도 성남시 분당구 서현동 328-1 1층 일부 
그집별관,경기도 성남시 분당구 수내동 13-2 해암빌딩 1층 일부 
타코익스체인지(TACO EXCHANGE),경기도 성남시 분당구 삼평동 678 삼환하이펙스 A동 지하1층 B122-1호 
프리레인커피,경기도 성남시 분당구 정자동 139-5 1층 전부 
매머드익스프레스 수내역점,경기도 성남시 분당구 수내동 11-1 청구블루빌 1층 103호 
카페에이치(현대백화점 판교점),경기도 성남시 분당구 백현동 541 현대백화점 판교복합물 10층 일부 
놀숲 분당서현점,"경기도 성남시 분당구 서현동 269-3 산호트윈스 지하1층 107호 전체, 106호 일부 "
텐퍼센트커피 유스페이스점,경기도 성남시 분당구 삼평동 682 유스페이스2 1층 113호
지에스25 분당건영점,경기도 성남시 분당구 분당동 160-1 지하 1층 일부 
김마리아김밥,경기도 성남시 분당구 수내동 56 파크타운주상복합상가  지층 47호 
컴포즈커피 분당정자역사거리점,"경기도 성남시 분당구 정자동 15-7 하나프라자빌딩 1층, 102호 "
안흥찐빵,경기도 성남시 분당구 구미동 174 농수산물종합유통센터 1층 일부 
컴포즈커피 수내양지마을점,경기도 성남시 분당구 수내동 29 양지마을 주상복합상가 603 1층 148호 
리나커피,경기도 성남시 분당구 서현동 255-1 풍림아이원플러스오피스텔 2층 210-1호 
맥도날드 서판교DT점,"경기도 성남시 분당구 운중동 1017 1층, 2층 "
쌀어묵공방,경기도 성남시 분당구 정자동 15-3 폴라리스빌딩 1층 113호 
도란,경기도 성남시 분당구 구미동 156 포스빌 1층 121호 
백미당 롯데분당점,경기도 성남시 분당구 수내동 14 롯데백화점 지하1층 일부 
모가떡볶이,경기도 성남시 분당구 백현동 546 백현마을 가상가동 1층 101호 
셀렉토커피 까치마을점,경기도 성남시 분당구 구미동 77 까치마을 상가동 1층 107호 
쓰리팝(3POP),경기도 성남시 분당구 서현동 95 분당우성프라자 2층 208호 일부 
우면관,경기도 성남시 분당구 수내동 14 롯데백화점 지하1층 일부 
마리짱,경기도 성남시 분당구 구미동 197-1 오리역 
GS25 분당포스빌점,경기도 성남시 분당구 구미동 156 포스빌 1층 101호 일부 
성남아트센터카페콘서트,경기도 성남시 분당구 야탑동 757 외 2필지 성남아트센터 중극장 1층 일부 
앤쏠로지,경기도 성남시 분당구 삼평동 681 에이치스퀘어 엔동 1층 114호 
하누소더힐,경기도 성남시 분당구 백현동 500-9 
GS25 분당중앙점,경기도 성남시 분당구 서현동 94 현대근린상가 1층 124호 일부 
삼성웰스토리(주)분당서울대병원HIP카페6층,경기도 성남시 분당구 정자동 217 분당서울대학교병원 HIP 연구동 6층 일부 
삼성웰스토리(주)분당서울대병원HIP카페2층,경기도 성남시 분당구 정자동 217 분당서울대학교병원 HIP 연구동 2층 일부 
죠샌드위치 분당서현점,경기도 성남시 분당구 서현동 249-1 공평저축은행 1층 일부 
나무사이로,경기도 성남시 분당구 석운동 53-8 1층 일부호 
GS25 정자으뜸점,경기도 성남시 분당구 정자동 44-3 1층 일부 
쥐에스25(GS25) 분당하얀점,경기도 성남시 분당구 구미동 110-1 하얀마을 분산상가 1층 101호 일부 
세븐일레븐 분당수내고점,경기도 성남시 분당구 수내동 113-1 1층 GS25 분당수내고점 일부 
미래타운수제돈까스,경기도 성남시 분당구 서현동 307 효자촌주상복합 601동 상가1층 1013호 
지에스25(GS25) 분당신화점,경기도 성남시 분당구 정자동 192 상가동 1층 20호 일부 
프레이저 커피,경기도 성남시 분당구 구미동 182 분당대맥주차빌딩 1층 106호 
지에스(GS)25 분당푸른점,경기도 성남시 분당구 수내동 79-1 그랜드빌딩 107호 일부 
메가엠지씨커피 성남터미널점,"경기도 성남시 분당구 야탑동 341 성남(분당)여객자동차터미널 지상1층 413,414,415호 "
엔바이콘키오스크,경기도 성남시 분당구 삼평동 632 NS복합건축물 주건축물제1동 지하1층 일부 
나나다움,경기도 성남시 분당구 구미동 289-3 아산웰빙프라자 1층 102호 
마로네(Marrone),경기도 성남시 분당구 야탑동 366-3 서일빌딩 2층 202호 일부 
명랑핫도그 분당수내점,경기도 성남시 분당구 수내동 8-5 맛자랑멋자랑 1층111호 
지에스25(GS25) 야탑리더스점,경기도 성남시 분당구 야탑동 342-1 야탑리더스 1층 122호 지에스25(GS25) 야탑리더스점 일부 
한나식빵,경기도 성남시 분당구 구미동 25-1 1층 108호 
베이크라플(BAKE RAPL),경기도 성남시 분당구 백현동 541 지하1층 일부 
빈스파파,"경기도 성남시 분당구 수내동 53 주상복합상가 지하1층 155호, 160호 "
앤티앤스엔씨(NC)백화점 야탑점,경기도 성남시 분당구 야탑동 357-1 뉴-코아(주) 지하1층 일부 
지유가오카브레드 분당정자역점,경기도 성남시 분당구 정자동 17-5 시그마타워 1층 일부 
칸피씨방,경기도 성남시 분당구 운중동 964 스타식스 메트로 3층 302호 일부 
지에스25(GS25) 정자타운점,경기도 성남시 분당구 정자동 59-6 1층 일부 
